index,ID,Name,FullName,Age,Nationality,Club,Image,Position,Overall,Potential,Value,Wage,URL
8846,204044,M. Kobylański,Martin Kobylański,23,Poland,SC Preußen Münster,https://cdn.sofifa.org/48/18/players/204044.png,"CF, RM, LM",66,70,€850K,€1K,https://sofifa.com/player/204044
8847,210956,F. Bagnack,Frank Bagnack,22,Cameroon,FC Admira Wacker Mödling,https://cdn.sofifa.org/48/18/players/210956.png,CB,66,70,€700K,€3K,https://sofifa.com/player/210956
8848,162828,B. Santalab,Brendon Santalab,34,Australia,Western Sydney Wanderers,https://cdn.sofifa.org/48/18/players/162828.png,ST,66,66,€350K,€3K,https://sofifa.com/player/162828
8849,167180,F. Nordkvelle,Fredrik Nordkvelle,31,Norway,Odds BK,https://cdn.sofifa.org/48/18/players/167180.png,CM,66,66,€550K,€2K,https://sofifa.com/player/167180
8850,233996,Villiam Moraes,Villiam Carlos Moraes Santos,29,Brazil,Associação Atlética Ponte Preta,https://cdn.sofifa.org/48/18/players/233996.png,LB,66,66,€475K,€5K,https://sofifa.com/player/233996
8851,179725,J. Sainati,Joris Sainati,28,France,AC Ajaccio,https://cdn.sofifa.org/48/18/players/179725.png,"CB, RB",66,66,€525K,€2K,https://sofifa.com/player/179725
8852,212238,B. Halimi,Besar Halimi,22,Kosovo,Brøndby IF,https://cdn.sofifa.org/48/18/players/212238.png,"CM, CAM",66,75,€975K,€7K,https://sofifa.com/player/212238
8853,212750,E. Hurtado,Erik Hurtado,26,United States,Vancouver Whitecaps FC,https://cdn.sofifa.org/48/18/players/212750.png,"ST, RM",66,67,€775K,€3K,https://sofifa.com/player/212750
8854,214030,C. Rentería,Carlos Rentería,21,Colombia,Deportes Tolima,https://cdn.sofifa.org/48/18/players/214030.png,"CDM, CM",66,76,€925K,€1K,https://sofifa.com/player/214030
8855,222734,Kang Sang Woo,Sang Woo Kang,23,Korea Republic,Pohang Steelers,https://cdn.sofifa.org/48/18/players/222734.png,"LB, RB",66,72,€750K,€3K,https://sofifa.com/player/222734
8856,163342,S. Cox,Simon Cox,30,Republic of Ireland,Southend United,https://cdn.sofifa.org/48/18/players/163342.png,ST,66,66,€625K,€4K,https://sofifa.com/player/163342
8857,232718,Y. Takahashi,Yoshiki Takahashi,32,Japan,Sagan Tosu,https://cdn.sofifa.org/48/18/players/232718.png,CDM,66,66,€375K,€2K,https://sofifa.com/player/232718
8858,236302,M. Mirić,Marko Mirić,30,Serbia,Sporting Lokeren,https://cdn.sofifa.org/48/18/players/236302.png,"RM, ST",66,66,€600K,€5K,https://sofifa.com/player/236302
8859,240654,Carles Pérez,Carles Pérez Sayol,19,Spain,FC Barcelona B,https://cdn.sofifa.org/48/18/players/240654.png,"RW, LW",66,79,€1.2M,€2K,https://sofifa.com/player/240654
8860,110606,A. Mannus,Alan Mannus,35,Northern Ireland,St. Johnstone FC,https://cdn.sofifa.org/48/18/players/110606.png,GK,66,66,€150K,€1K,https://sofifa.com/player/110606
8861,184334,Song Jin Hyung,Jin Hyung Song,29,Korea Republic,FC Seoul,https://cdn.sofifa.org/48/18/players/184334.png,CM,66,66,€625K,€3K,https://sofifa.com/player/184334
8862,220943,K. Vassell,Kyle Vassell,24,England,Blackpool,https://cdn.sofifa.org/48/18/players/220943.png,ST,66,73,€925K,€3K,https://sofifa.com/player/220943
8863,165903,Choi Hyo Jin,Hyo Jin Choi,33,Korea Republic,Jeonnam Dragons,https://cdn.sofifa.org/48/18/players/165903.png,"RB, RM",66,66,€250K,€2K,https://sofifa.com/player/165903
8864,184847,J. Goossens,John Goossens,28,Netherlands,Chicago Fire Soccer Club,https://cdn.sofifa.org/48/18/players/184847.png,"CAM, CM, RM, LM",66,66,€650K,€3K,https://sofifa.com/player/184847
8865,204816,M. Koch,Menno Koch,22,Netherlands,NAC Breda,https://cdn.sofifa.org/48/18/players/204816.png,CB,66,70,€700K,€3K,https://sofifa.com/player/204816
8866,227600,J. Andersson,Joel Andersson,20,Sweden,BK Häcken,https://cdn.sofifa.org/48/18/players/227600.png,"RB, RW",66,75,€850K,€1K,https://sofifa.com/player/227600
8867,166928,A. Bellinghausen,Axel Bellinghausen,34,Germany,Fortuna Düsseldorf,https://cdn.sofifa.org/48/18/players/166928.png,"LM, LB",66,66,€325K,€8K,https://sofifa.com/player/166928
8868,237841,M. Murillo,Michael Murillo,21,Panama,New York Red Bulls,https://cdn.sofifa.org/48/18/players/237841.png,"RB, CB, CDM",66,73,€775K,€2K,https://sofifa.com/player/237841
8869,181521,S. Saunders,Sam Saunders,33,England,Wycombe Wanderers,https://cdn.sofifa.org/48/18/players/181521.png,"CM, RM, LM, CAM",66,66,€375K,€5K,https://sofifa.com/player/181521
8870,215314,Carlos,Carlos Gutiérrez González,25,Spain,CD Numancia,https://cdn.sofifa.org/48/18/players/215314.png,CB,66,70,€700K,€3K,https://sofifa.com/player/215314
8871,222738,Bady,Renato Escobar Baruffi,28,Brazil,Gençlerbirliği SK,https://cdn.sofifa.org/48/18/players/222738.png,"CAM, CM",66,66,€650K,€6K,https://sofifa.com/player/222738
8872,229138,F. Antunes,Fabien Antunes,25,France,Sint-Truidense VV,https://cdn.sofifa.org/48/18/players/229138.png,LB,66,68,€650K,€3K,https://sofifa.com/player/229138
8873,229650,C. Gutiérrez,Cristian Gutiérrez,20,Chile,Colo-Colo,https://cdn.sofifa.org/48/18/players/229650.png,LB,66,78,€1M,€2K,https://sofifa.com/player/229650
8874,235538,D. Trajkovski,Dejan Trajkovski,25,Slovenia,FC Twente,https://cdn.sofifa.org/48/18/players/235538.png,LB,66,69,€675K,€3K,https://sofifa.com/player/235538
8875,202771,J. Newell,Joe Newell,24,England,Rotherham United,https://cdn.sofifa.org/48/18/players/202771.png,"LM, CM",66,72,€875K,€3K,https://sofifa.com/player/202771
8876,222995,F. Görgülü,Ferhat Görgülü,25,Turkey,Kardemir Karabükspor,https://cdn.sofifa.org/48/18/players/222995.png,CB,66,67,€625K,€4K,https://sofifa.com/player/222995
8877,228627,A. Al Obaid,Abdulrahman Al Obaid,24,Saudi Arabia,Al Nassr,https://cdn.sofifa.org/48/18/players/228627.png,LB,66,70,€700K,€8K,https://sofifa.com/player/228627
8878,190995,B. Inman,Brad Inman,25,Australia,Rochdale,https://cdn.sofifa.org/48/18/players/190995.png,"LM, LW",66,67,€775K,€3K,https://sofifa.com/player/190995
8879,191251,A. Lambertz,Andreas Lambertz,32,Germany,SG Dynamo Dresden,https://cdn.sofifa.org/48/18/players/191251.png,"CM, CDM",66,66,€475K,€5K,https://sofifa.com/player/191251
8880,200980,S. Lawless,Steven Lawless,26,Scotland,Partick Thistle F.C.,https://cdn.sofifa.org/48/18/players/200980.png,LM,66,67,€750K,€3K,https://sofifa.com/player/200980
8881,178452,A. Pelagotti,Alberto Pelagotti,28,Italy,Brescia,https://cdn.sofifa.org/48/18/players/178452.png,GK,66,67,€525K,€1K,https://sofifa.com/player/178452
8882,206101,D. Babunski,David Babunski,23,FYR Macedonia,Yokohama F. Marinos,https://cdn.sofifa.org/48/18/players/206101.png,"CAM, LW",66,72,€875K,€3K,https://sofifa.com/player/206101
8883,218389,F. Carmona,Fabián Carmona,23,Chile,Universidad de Chile,https://cdn.sofifa.org/48/18/players/218389.png,CAM,66,72,€875K,€3K,https://sofifa.com/player/218389
8884,231701,Y. Díaz,Yilton Díaz,25,Colombia,Águilas Doradas,https://cdn.sofifa.org/48/18/players/231701.png,"RM, LM",66,68,€775K,€1K,https://sofifa.com/player/231701
8885,233493,J. Sánchez,Jorge Sánchez,19,Mexico,Santos Laguna,https://cdn.sofifa.org/48/18/players/233493.png,RB,66,76,€875K,€3K,https://sofifa.com/player/233493
8886,239637,C. Andriamahitsinoro,Charles Carolus Andriamahitsinoro,27,Madagascar,Ohod Club,https://cdn.sofifa.org/48/18/players/239637.png,"RM, ST",66,66,€675K,€6K,https://sofifa.com/player/239637
8887,53525,Paulo Lopes,Paulo Jorge Pedro Lopes,39,Portugal,SL Benfica,https://cdn.sofifa.org/48/18/players/53525.png,GK,66,66,€40K,€2K,https://sofifa.com/player/53525
8888,205846,David Bruno,David Dias Resende Bruno,25,Portugal,Tondela,https://cdn.sofifa.org/48/18/players/205846.png,"LB, RB",66,70,€675K,€2K,https://sofifa.com/player/205846
8889,149270,C. Valeri,Carl Valeri,32,Australia,Melbourne Victory,https://cdn.sofifa.org/48/18/players/149270.png,"CDM, CM",66,66,€375K,€3K,https://sofifa.com/player/149270
8890,223767,O. Özdemir,Özgür Özdemir,22,Turkey,SG Sonnenhof Großaspach,https://cdn.sofifa.org/48/18/players/223767.png,"CB, CDM",66,72,€750K,€1K,https://sofifa.com/player/223767
8891,163351,L. Varney,Luke Varney,34,England,Burton Albion,https://cdn.sofifa.org/48/18/players/163351.png,"ST, LM",66,66,€350K,€4K,https://sofifa.com/player/163351
8892,165911,Hwang Jin Sung,Jin Sung Hwang,33,Korea Republic,Gangwon FC,https://cdn.sofifa.org/48/18/players/165911.png,CM,66,66,€375K,€2K,https://sofifa.com/player/165911
8893,180759,H. Taniguchi,Hiroyuki Taniguchi,32,Japan,Sagan Tosu,https://cdn.sofifa.org/48/18/players/180759.png,CB,66,66,€375K,€2K,https://sofifa.com/player/180759
8894,231704,E. Ibargüen,Edis Ibargüen,25,Colombia,Patriotas Boyacá FC,https://cdn.sofifa.org/48/18/players/231704.png,"ST, RW",66,69,€825K,€1K,https://sofifa.com/player/231704
8895,239128,T. Mpati,Tracy Mpati,25,Belgium,Sporting Lokeren,https://cdn.sofifa.org/48/18/players/239128.png,"RB, LB",66,70,€675K,€4K,https://sofifa.com/player/239128
8896,207897,A. Jung,Anthony Jung,25,Germany,Brøndby IF,https://cdn.sofifa.org/48/18/players/207897.png,LB,66,68,€650K,€13K,https://sofifa.com/player/207897
8897,209177,T. Bu Haymid,Tawfiq Bu Haymid,29,Saudi Arabia,Al Fayha,https://cdn.sofifa.org/48/18/players/209177.png,"LM, LB, RB, CAM",66,66,€625K,€7K,https://sofifa.com/player/209177
8898,230681,G. Pezzella,Giuseppe Pezzella,19,Italy,Udinese,https://cdn.sofifa.org/48/18/players/230681.png,"LB, LM",66,79,€1.1M,€4K,https://sofifa.com/player/230681
8899,233241,S. Ezatolahi,Saeid Ezatolahi,20,Iran,Amkar Perm,https://cdn.sofifa.org/48/18/players/233241.png,"CM, CDM",66,79,€1.2M,€7K,https://sofifa.com/player/233241
8900,236313,K. Madu,Kingsley Madu,21,Nigeria,SV Zulte-Waregem,https://cdn.sofifa.org/48/18/players/236313.png,LB,66,74,€825K,€3K,https://sofifa.com/player/236313
8901,178713,L. Trotter,Liam Trotter,28,England,AFC Wimbledon,https://cdn.sofifa.org/48/18/players/178713.png,"CM, CAM, CDM",66,66,€650K,€3K,https://sofifa.com/player/178713
8902,189721,A. Smárason,Arnór Smárason,28,Iceland,Hammarby IF,https://cdn.sofifa.org/48/18/players/189721.png,"LM, RM, ST",66,66,€650K,€2K,https://sofifa.com/player/189721
8903,190489,D. Gustavsson,Daniel Gustavsson,26,Sweden,IF Elfsborg,https://cdn.sofifa.org/48/18/players/190489.png,"RM, LM, ST",66,66,€700K,€2K,https://sofifa.com/player/190489
8904,202778,E. Özbir,Ertaç Özbir,27,Turkey,Evkur Yeni Malatyaspor,https://cdn.sofifa.org/48/18/players/202778.png,GK,66,68,€525K,€3K,https://sofifa.com/player/202778
8905,229658,C. Dajome,Cristian Dajome,23,Colombia,Deportivo Pasto,https://cdn.sofifa.org/48/18/players/229658.png,"RW, LM",66,73,€900K,€2K,https://sofifa.com/player/229658
8906,176154,A. Van Loo,Anthony Van Loo,28,Belgium,KV Kortrijk,https://cdn.sofifa.org/48/18/players/176154.png,"RB, LB",66,66,€500K,€4K,https://sofifa.com/player/176154
8907,190490,M. Bolly,Mathis Bolly,26,Ivory Coast,SpVgg Greuther Fürth,https://cdn.sofifa.org/48/18/players/190490.png,"RM, LM, ST",66,66,€700K,€4K,https://sofifa.com/player/190490
8908,222235,Ren Hang,Hang Ren,28,China PR,,https://cdn.sofifa.org/48/18/players/222235.png,"CB, LB",66,66,€0,€0,https://sofifa.com/player/222235
8909,169243,A. Mintzel,Alf Mintzel,35,Germany,SV Wehen Wiesbaden,https://cdn.sofifa.org/48/18/players/169243.png,"LB, LM",66,66,€140K,€1K,https://sofifa.com/player/169243
8910,241179,Cristian Rivero,Cristian Rivero Sabater,19,Spain,Valencia CF,https://cdn.sofifa.org/48/18/players/241179.png,GK,66,78,€875K,€2K,https://sofifa.com/player/241179
8911,190235,J. Clarke,Jordan Clarke,25,England,Scunthorpe United,https://cdn.sofifa.org/48/18/players/190235.png,RB,66,69,€675K,€3K,https://sofifa.com/player/190235
8912,197148,M. Piossek,Marcus Piossek,27,Poland,Sportfreunde Lotte,https://cdn.sofifa.org/48/18/players/197148.png,"RM, CAM, LM",66,66,€675K,€1K,https://sofifa.com/player/197148
8913,225564,M. Frey,Marlon Frey,21,Germany,Bayer 04 Leverkusen,https://cdn.sofifa.org/48/18/players/225564.png,"CDM, CM",66,73,€775K,€9K,https://sofifa.com/player/225564
8914,239388,F. Bechtholdt,Franco Bechtholdt,23,Argentina,Curicó Unido,https://cdn.sofifa.org/48/18/players/239388.png,CDM,66,75,€850K,€1K,https://sofifa.com/player/239388
8915,191260,A. Al Zori,Abdullah Al Zori,29,Saudi Arabia,Al Hilal,https://cdn.sofifa.org/48/18/players/191260.png,"LB, LWB, CB",66,66,€475K,€10K,https://sofifa.com/player/191260
8916,193564,M. Álvarez,Marcos Álvarez,25,Germany,VfL Osnabrück,https://cdn.sofifa.org/48/18/players/193564.png,"CF, ST, CAM",66,69,€825K,€1K,https://sofifa.com/player/193564
8917,205853,S. Popescu,Stefan Popescu,24,Romania,Salernitana,https://cdn.sofifa.org/48/18/players/205853.png,CB,66,72,€750K,€1K,https://sofifa.com/player/205853
8918,208669,G. van Kessel,Gino van Kessel,24,Curacao,Oxford United,https://cdn.sofifa.org/48/18/players/208669.png,"ST, RW",66,72,€900K,€3K,https://sofifa.com/player/208669
8919,231197,M. Hilßner,Marcel Hilßner,22,Germany,Hansa Rostock,https://cdn.sofifa.org/48/18/players/231197.png,"LM, RM, CF",66,75,€1M,€1K,https://sofifa.com/player/231197
8920,234781,Martínez,José Antonio Martínez Gil,24,Spain,FC Barcelona B,https://cdn.sofifa.org/48/18/players/234781.png,CB,66,72,€750K,€2K,https://sofifa.com/player/234781
8921,195357,F. Farnolle,Fabien Farnolle,32,Benin,Evkur Yeni Malatyaspor,https://cdn.sofifa.org/48/18/players/195357.png,GK,66,66,€375K,€3K,https://sofifa.com/player/195357
8922,205086,P. Klement,Philipp Klement,24,Germany,1. FSV Mainz 05,https://cdn.sofifa.org/48/18/players/205086.png,"CAM, CM",66,71,€850K,€7K,https://sofifa.com/player/205086
8923,211742,M. Lorenz,Marc Lorenz,28,Germany,Karlsruher SC,https://cdn.sofifa.org/48/18/players/211742.png,LM,66,66,€650K,€1K,https://sofifa.com/player/211742
8924,155422,J. Szmatuła,Jakub Szmatuła,36,Poland,Piast Gliwice,https://cdn.sofifa.org/48/18/players/155422.png,GK,66,66,€90K,€1K,https://sofifa.com/player/155422
8925,209695,Eugeni,Eugeni Valderrama Domènech,22,Spain,Cádiz C.F.,https://cdn.sofifa.org/48/18/players/209695.png,"CM, CDM, CAM",66,73,€900K,€7K,https://sofifa.com/player/209695
8926,212511,J. Geria,Jason Geria,24,Australia,Melbourne Victory,https://cdn.sofifa.org/48/18/players/212511.png,RB,66,68,€650K,€2K,https://sofifa.com/player/212511
8927,227871,J. Mendy,Jean Alassane Mendy,27,Senegal,Sporting Lokeren,https://cdn.sofifa.org/48/18/players/227871.png,ST,66,66,€675K,€5K,https://sofifa.com/player/227871
8928,172063,J. North,Jade North,35,Australia,Brisbane Roar,https://cdn.sofifa.org/48/18/players/172063.png,CB,66,66,€150K,€2K,https://sofifa.com/player/172063
8929,239135,M. Wassey,Massih Wassey,29,Canada,SC Paderborn 07,https://cdn.sofifa.org/48/18/players/239135.png,CM,66,66,€625K,€1K,https://sofifa.com/player/239135
8930,230432,Dagoberto Esteiro,Dago Filipe Esteiro Cortejo,29,Brazil,Vitória,https://cdn.sofifa.org/48/18/players/230432.png,"CDM, CM, RM",66,66,€500K,€4K,https://sofifa.com/player/230432
8931,236832,M. Mehlem,Marcel Mehlem,22,Germany,Karlsruher SC,https://cdn.sofifa.org/48/18/players/236832.png,"CDM, CM",66,70,€700K,€1K,https://sofifa.com/player/236832
8932,182816,F. Harek,Féthi Harek,34,Algeria,Nîmes Olympique,https://cdn.sofifa.org/48/18/players/182816.png,CB,66,66,€200K,€2K,https://sofifa.com/player/182816
8933,184352,J. Bailey,James Bailey,28,England,Yeovil Town,https://cdn.sofifa.org/48/18/players/184352.png,"CDM, CM",66,66,€525K,€3K,https://sofifa.com/player/184352
8934,193056,R. Janga,Rangelo Janga,25,Netherlands,KAA Gent,https://cdn.sofifa.org/48/18/players/193056.png,ST,66,69,€825K,€6K,https://sofifa.com/player/193056
8935,193312,S. Mielitz,Sebastian Mielitz,27,Germany,SønderjyskE,https://cdn.sofifa.org/48/18/players/193312.png,GK,66,68,€525K,€3K,https://sofifa.com/player/193312
8936,207905,M. Mak,Mateusz Mak,25,Poland,Piast Gliwice,https://cdn.sofifa.org/48/18/players/207905.png,"RM, CAM",66,67,€775K,€3K,https://sofifa.com/player/207905
8937,211745,P. Riese,Philipp Riese,27,Germany,FC Erzgebirge Aue,https://cdn.sofifa.org/48/18/players/211745.png,CDM,66,67,€600K,€2K,https://sofifa.com/player/211745
8938,170785,G. Faivre,Guillaume Faivre,30,Switzerland,FC Thun,https://cdn.sofifa.org/48/18/players/170785.png,GK,66,66,€425K,€3K,https://sofifa.com/player/170785
8939,189217,P. Pawlett,Peter Pawlett,26,Scotland,Milton Keynes Dons,https://cdn.sofifa.org/48/18/players/189217.png,"RM, LM, CAM",66,66,€700K,€4K,https://sofifa.com/player/189217
8940,198690,R. Torres,Roger Torres,25,Colombia,Alianza Petrolera,https://cdn.sofifa.org/48/18/players/198690.png,CAM,66,68,€775K,€1K,https://sofifa.com/player/198690
8941,204322,R. McKenzie,Rory McKenzie,23,Scotland,Kilmarnock,https://cdn.sofifa.org/48/18/players/204322.png,"RM, CAM, CM",66,72,€875K,€2K,https://sofifa.com/player/204322
8942,209954,B. Jopek,Björn Jopek,23,Germany,Würzburger FV,https://cdn.sofifa.org/48/18/players/209954.png,"CM, CAM",66,71,€850K,€1K,https://sofifa.com/player/209954
8943,161314,A. Dimidko,Alexandr Dimidko,31,Russia,FC SKA-Energiya Khabarovsk,https://cdn.sofifa.org/48/18/players/161314.png,"CB, CM, CDM",66,66,€425K,€6K,https://sofifa.com/player/161314
8944,182818,S. Bouhours,Samuel Bouhours,30,France,Stade de Reims,https://cdn.sofifa.org/48/18/players/182818.png,LB,66,66,€475K,€3K,https://sofifa.com/player/182818
8945,207651,Dolly Menga,Dolly Doningos Menga,24,Angola,Blackpool,https://cdn.sofifa.org/48/18/players/207651.png,"ST, RM, LM",66,69,€825K,€3K,https://sofifa.com/player/207651
8946,213027,M. Preston,Matt Preston,22,England,Swindon Town,https://cdn.sofifa.org/48/18/players/213027.png,CB,66,74,€825K,€4K,https://sofifa.com/player/213027
8947,221731,Robson,Robson Januario de Paula,23,Brazil,Boavista FC,https://cdn.sofifa.org/48/18/players/221731.png,CB,66,72,€750K,€2K,https://sofifa.com/player/221731
8948,232227,Z. El Azzouzi,Zakaria El Azzouzi,21,Morocco,Excelsior,https://cdn.sofifa.org/48/18/players/232227.png,ST,66,74,€975K,€3K,https://sofifa.com/player/232227
8949,233763,P. Dahlberg,Pontus Dahlberg,18,Sweden,IFK Göteborg,https://cdn.sofifa.org/48/18/players/233763.png,GK,66,79,€925K,€1K,https://sofifa.com/player/233763
8950,194851,F. Mazzeo,Fabio Mazzeo,33,Italy,Foggia,https://cdn.sofifa.org/48/18/players/194851.png,"ST, CF, RW",66,66,€400K,€2K,https://sofifa.com/player/194851
8951,202532,M. Doughty,Michael Doughty,24,Wales,Peterborough United,https://cdn.sofifa.org/48/18/players/202532.png,CM,66,71,€850K,€3K,https://sofifa.com/player/202532
8952,202788,M. Szczepaniak,Mateusz Szczepaniak,26,Poland,Cracovia,https://cdn.sofifa.org/48/18/players/202788.png,"ST, RM",66,68,€800K,€3K,https://sofifa.com/player/202788
8953,204324,M. Kennedy,Matthew Kennedy,22,Scotland,Portsmouth,https://cdn.sofifa.org/48/18/players/204324.png,"LM, RM",66,75,€1M,€7K,https://sofifa.com/player/204324
8954,208676,N. Fitzgerald,Nick Fitzgerald,25,Australia,Melbourne City,https://cdn.sofifa.org/48/18/players/208676.png,"RM, LM",66,66,€700K,€4K,https://sofifa.com/player/208676
8955,185380,T. Teniste,Taijo Teniste,29,Estonia,SK Brann,https://cdn.sofifa.org/48/18/players/185380.png,"RWB, LWB, RB, RM",66,66,€475K,€2K,https://sofifa.com/player/185380
8956,210213,G. Korte,Giovanni Korte,23,Netherlands,NAC Breda,https://cdn.sofifa.org/48/18/players/210213.png,"RM, LM",66,69,€825K,€3K,https://sofifa.com/player/210213
8957,221477,Song Seung Min,Seung Min Song,25,Korea Republic,Pohang Steelers,https://cdn.sofifa.org/48/18/players/221477.png,"ST, RW",66,69,€825K,€4K,https://sofifa.com/player/221477
8958,156453,N. Adler,Nicky Adler,32,Germany,FC Erzgebirge Aue,https://cdn.sofifa.org/48/18/players/156453.png,"LM, RM, ST",66,66,€500K,€3K,https://sofifa.com/player/156453
8959,224805,A. Salzano,Aniello Salzano,25,Italy,Bari,https://cdn.sofifa.org/48/18/players/224805.png,CM,66,67,€750K,€2K,https://sofifa.com/player/224805
8960,231973,D. Acosta,Danny Acosta,19,United States,Real Salt Lake,https://cdn.sofifa.org/48/18/players/231973.png,"LB, RB",66,80,€1.2M,€1K,https://sofifa.com/player/231973
8961,202534,K. Larsen,Kristoffer Larsen,25,Norway,Lyngby BK,https://cdn.sofifa.org/48/18/players/202534.png,"LM, RM",66,68,€775K,€4K,https://sofifa.com/player/202534
8962,205094,Jo Young Cheol,Young Cheol Jo,28,Korea Republic,Ulsan Hyundai Horang-i,https://cdn.sofifa.org/48/18/players/205094.png,"LM, ST",66,66,€650K,€3K,https://sofifa.com/player/205094
8963,206630,D. Mattocks,Darren Mattocks,26,Jamaica,Portland Timbers,https://cdn.sofifa.org/48/18/players/206630.png,"ST, LM, RM",66,66,€700K,€3K,https://sofifa.com/player/206630
8964,226086,A. González,Ángel González,23,Argentina,Godoy Cruz,https://cdn.sofifa.org/48/18/players/226086.png,"RM, LM",66,71,€850K,€4K,https://sofifa.com/player/226086
8965,227622,S. Spierings,Stijn Spierings,21,Netherlands,Sparta Rotterdam,https://cdn.sofifa.org/48/18/players/227622.png,"CAM, CM, LM",66,72,€900K,€3K,https://sofifa.com/player/227622
8966,234534,S. N'Guessan,Serge N'Guessan,22,Ivory Coast,AS Nancy Lorraine,https://cdn.sofifa.org/48/18/players/234534.png,CM,66,74,€925K,€2K,https://sofifa.com/player/234534
8967,182822,A. Angoula,Aldo Angoula,36,France,La Berrichonne de Châteauroux,https://cdn.sofifa.org/48/18/players/182822.png,CB,66,66,€90K,€1K,https://sofifa.com/player/182822
8968,138279,L. Dyer,Lloyd Dyer,34,England,Burton Albion,https://cdn.sofifa.org/48/18/players/138279.png,"LM, LWB",66,66,€325K,€4K,https://sofifa.com/player/138279
8969,233767,S. Alakouch,Sofiane Alakouch,18,France,Nîmes Olympique,https://cdn.sofifa.org/48/18/players/233767.png,RB,66,83,€1.2M,€1K,https://sofifa.com/player/233767
8970,235047,J. Menéndez,Jonathan Menéndez,23,Argentina,Talleres de Cordoba,https://cdn.sofifa.org/48/18/players/235047.png,"LM, LW",66,73,€900K,€4K,https://sofifa.com/player/235047
8971,190247,J. Brayford,John Brayford,29,England,Burton Albion,https://cdn.sofifa.org/48/18/players/190247.png,"RB, CB, RWB",66,66,€475K,€4K,https://sofifa.com/player/190247
8972,198952,S. Suciu,Sergiu Suciu,27,Romania,F.B.C. Unione Venezia,https://cdn.sofifa.org/48/18/players/198952.png,"CM, CDM",66,67,€725K,€2K,https://sofifa.com/player/198952
8973,150568,J. Brison,Jonathan Brison,34,France,Chamois Niortais FC,https://cdn.sofifa.org/48/18/players/150568.png,LB,66,66,€180K,€2K,https://sofifa.com/player/150568
8974,221480,Y. Cabrera,Yesus Cabrera,26,Colombia,Deportivo Pasto,https://cdn.sofifa.org/48/18/players/221480.png,"LM, CM, CDM",66,66,€700K,€1K,https://sofifa.com/player/221480
8975,231976,J. Campbell,Jonathan Campbell,24,United States,Chicago Fire Soccer Club,https://cdn.sofifa.org/48/18/players/231976.png,CB,66,70,€700K,€2K,https://sofifa.com/player/231976
8976,234536,G. Heinry,Guillaume Heinry,27,France,Bourg en Bresse Péronnas 01,https://cdn.sofifa.org/48/18/players/234536.png,"ST, CAM, CM",66,66,€675K,€2K,https://sofifa.com/player/234536
8977,200233,A. Messaoud,Ali Messaoud,26,Morocco,Excelsior,https://cdn.sofifa.org/48/18/players/200233.png,CAM,66,69,€800K,€3K,https://sofifa.com/player/200233
8978,205353,Cristian Ceballos,Cristian Ceballos Prieto,24,Spain,Sint-Truidense VV,https://cdn.sofifa.org/48/18/players/205353.png,"LM, RM, CAM",66,69,€825K,€3K,https://sofifa.com/player/205353
8979,208681,J. Croux,Jordy Croux,23,Belgium,Willem II,https://cdn.sofifa.org/48/18/players/208681.png,RM,66,69,€825K,€3K,https://sofifa.com/player/208681
8980,235049,I. Escobar,Ian Escobar,21,Argentina,Talleres de Cordoba,https://cdn.sofifa.org/48/18/players/235049.png,LB,66,75,€850K,€3K,https://sofifa.com/player/235049
8981,237098,Han Seung Gyu,Seung Gyu Han,20,Korea Republic,Ulsan Hyundai Horang-i,https://cdn.sofifa.org/48/18/players/237098.png,"CAM, CM",66,77,€1.1M,€2K,https://sofifa.com/player/237098
8982,178218,S. Darby,Stephen Darby,28,England,Bolton Wanderers,https://cdn.sofifa.org/48/18/players/178218.png,RB,66,66,€500K,€10K,https://sofifa.com/player/178218
8983,186666,A. Jacobson,Andrew Jacobson,31,United States,Vancouver Whitecaps FC,https://cdn.sofifa.org/48/18/players/186666.png,"CDM, CM, CB",66,66,€425K,€2K,https://sofifa.com/player/186666
8984,188202,Y. Thoelen,Yannick Thoelen,26,Belgium,KAA Gent,https://cdn.sofifa.org/48/18/players/188202.png,GK,66,69,€550K,€5K,https://sofifa.com/player/188202
8985,211499,H. Quiñones,Héctor Quiñones,25,Colombia,FC Paços de Ferreira,https://cdn.sofifa.org/48/18/players/211499.png,LB,66,69,€675K,€3K,https://sofifa.com/player/211499
8986,230187,Narcisso Mau,Narcisso Elias Mau de Faria,29,Brazil,Vitória,https://cdn.sofifa.org/48/18/players/230187.png,"LB, RB",66,66,€475K,€4K,https://sofifa.com/player/230187
8987,170027,R. McArdle,Rory McArdle,30,Northern Ireland,Scunthorpe United,https://cdn.sofifa.org/48/18/players/170027.png,CB,66,66,€475K,€4K,https://sofifa.com/player/170027
8988,192043,A. Zamora,Alonso Zamora,25,Mexico,Puebla,https://cdn.sofifa.org/48/18/players/192043.png,CB,66,69,€675K,€14K,https://sofifa.com/player/192043
8989,209964,B. Kluft,Björn Kluft,27,Germany,Chemnitzer FC,https://cdn.sofifa.org/48/18/players/209964.png,"LM, CF, ST",66,66,€675K,€1K,https://sofifa.com/player/209964
8990,219436,J. Clarke,Josh Clarke,22,England,Brentford,https://cdn.sofifa.org/48/18/players/219436.png,"RB, RM, RW",66,73,€750K,€9K,https://sofifa.com/player/219436
